state,city,county,zip_code,longitud,latitude
ASTURIAS,SIERO,BENDICION,33937,"-5,678444","43,357000"
ASTURIAS,SIERO,MARCENADO,33519,"-5,620889","43,391556"
ASTURIAS,SIERO,MARCENADO,33519,"-5,621083","43,391056"
ASTURIAS,SIERO,POLA DE SIERO,33510,"-5,661278","43,393306"
ASTURIAS,SIERO,LUGONES,33420,"-5,791333","43,400250"
ASTURIAS,SIERO,CARBAYIN ALTO,33936,"-5,627472","43,346583"
ASTURIAS,SIERO,CARRERA (LA),33519,"-5,667917","43,387556"
ASTURIAS,SIERO,GRANDA,33518,"-5,754722","43,383611"
ASTURIAS,SIERO,VIELLA,33429,"-5,779944","43,393944"
ASTURIAS,SIERO,LUGONES,33420,"-5,797111","43,415556"
ASTURIAS,SOBRESCOBIO,RIOSECO,33993,"-5,474206","43,232668"
ASTURIAS,SOTO DEL BARCO,RIBERAS (SOTO DEL BARCO),33126,"-6,078194","43,498278"
ASTURIAS,SOTO DEL BARCO,CARCEDO (SOTO BARCO),33459,"-6,023917","43,542667"
ASTURIAS,TAPIA DE CASARIEGO,TAPIA DE CASARIEGO,33740,"-6,982722","43,543361"
ASTURIAS,TAPIA DE CASARIEGO,TAPIA DE CASARIEGO,33740,"-6,982484","43,542696"
ASTURIAS,TAPIA DE CASARIEGO,CORTAFICIO,33746,"-6,923111","43,561861"
ASTURIAS,TAPIA DE CASARIEGO,TAPIA DE CASARIEGO,33740,"-6,944278","43,568250"
ASTURIAS,TEVERGA,SAN MARTIN,33110,"-6,096833","43,164806"
ASTURIAS,TINEO,NAVELGAS,33873,"-6,543028","43,408639"
ASTURIAS,TINEO,TINEO,33870,"-6,417500","43,335000"
ASTURIAS,TINEO,TINEO,33870,"-6,380139","43,355944"
ASTURIAS,VALDÉS,BRIEVES,33784,"-6,426667","43,488611"
ASTURIAS,VALDÉS,LUARCA,33700,"-6,534333","43,541111"
ASTURIAS,VALDÉS,LUARCA,33700,"-6,412361","43,543083"
ASTURIAS,VALDÉS,LUARCA,33700,"-6,570333","43,533611"
ASTURIAS,VALDÉS,ALMUÑA,33700,"-6,518917","43,535000"
ASTURIAS,VEGADEO,VEGADEO,33770,"-7,051250","43,470806"
ASTURIAS,VILLANUEVA DE OSCOS,VILLANUEVA DE OSCOS,33777,"-6,986250","43,310417"
ASTURIAS,VILLAVICIOSA,VILLAVICIOSA,33300,"-5,445583","43,489028"
ASTURIAS,VILLAVICIOSA,VILLAVICIOSA,33300,"-5,432833","43,482306"
ASTURIAS,VILLAVICIOSA,VILLAVICIOSA,33300,"-5,430583","43,483778"
ASTURIAS,VILLAVICIOSA,VENTA LAS RANAS,33314,"-5,512194","43,513389"
ÁVILA,ADANERO,ADANERO,05296,"-4,614111","40,955639"
ÁVILA,ADANERO,ADANERO,05296,"-4,614556","40,955111"
ÁVILA,ADRADA (LA),ADRADA (LA),05430,"-4,641667","40,303750"
ÁVILA,ADRADA (LA),ADRADA (LA),05430,"-4,639861","40,301472"
ÁVILA,ARENAS DE SAN PEDRO,ARENAS DE SAN PEDRO,05400,"-5,079611","40,209000"
ÁVILA,ARENAS DE SAN PEDRO,RAMACASTAÑAS,05418,"-5,044083","40,182917"
ÁVILA,ARÉVALO,AREVALO,05200,"-4,698639","41,043750"
ÁVILA,ARÉVALO,AREVALO,05200,"-4,720528","41,059611"
ÁVILA,ARÉVALO,AREVALO,05200,"-4,733542","41,078090"
ÁVILA,ÁVILA,AVILA,05002,"-4,711639","40,661972"
ÁVILA,ÁVILA,AVILA,05001,"-4,702083","40,659639"
ÁVILA,ÁVILA,AVILA,05003,"-4,671528","40,648472"
ÁVILA,ÁVILA,AVILA,05002,"-4,700250","40,650056"
ÁVILA,ÁVILA,AVILA,05004,"-4,679472","40,664167"
ÁVILA,ÁVILA,AVILA,05001,"-4,692167","40,657889"
ÁVILA,ÁVILA,AVILA,05004,"-4,660111","40,667694"
ÁVILA,ÁVILA,AVILA,05004,"-4,673333","40,661806"
ÁVILA,ÁVILA,AVILA,05004,"-4,674306","40,662028"
ÁVILA,ÁVILA,AVILA,05004,"-4,685583","40,667472"
ÁVILA,ÁVILA,AVILA,05002,"-4,698028","40,643167"
ÁVILA,ÁVILA,AVILA,05002,"-4,696222","40,641167"
ÁVILA,ÁVILA,AVILA,05004,"-4,660167","40,669944"
ÁVILA,BARCO DE ÁVILA (EL),BARCO DE AVILA (EL),05600,"-5,516528","40,358500"
ÁVILA,BARRACO (EL),BARRACO (EL),05110,"-4,582111","40,450944"
ÁVILA,BARRACO (EL),BARRACO (EL),05110,"-4,646889","40,478194"
ÁVILA,BLASCOSANCHO,BLASCOSANCHO,05290,"-4,615028","40,886444"
ÁVILA,BURGOHONDO,BURGOHONDO,05113,"-4,774750","40,411778"
ÁVILA,CANDELEDA,CANDELEDA,05480,"-5,339722","40,147556"
ÁVILA,CANDELEDA,CANDELEDA,05480,"-5,232083","40,139583"
ÁVILA,CEBREROS,CEBREROS,05260,"-4,467778","40,451778"
ÁVILA,COLILLA (LA),COLILLA (LA),05192,"-4,758444","40,635333"
ÁVILA,CRESPOS,CHAHERRERO,05300,"-4,972861","40,854417"
ÁVILA,ESPINOSA DE LOS CABALLEROS,ESPINOSA DE LOS CABALLEROS,05296,"-4,664472","41,010083"
ÁVILA,FONTIVEROS,FONTIVEROS,05310,"-4,969306","40,930639"
ÁVILA,HOYO DE PINARES (EL),HOYO DE PINARES (EL),05250,"-4,427083","40,497806"
ÁVILA,MADRIGAL DE LAS ALTAS TORRES,MADRIGAL ALTAS TORRES,05220,"-4,990528","41,096972"
ÁVILA,MADRIGAL DE LAS ALTAS TORRES,MADRIGAL ALTAS TORRES,05220,"-5,000000","41,092972"
ÁVILA,MINGORRÍA,MINGORRIA,05280,"-4,663000","40,750389"
ÁVILA,MOMBELTRÁN,MOMBELTRAN,05410,"-5,014611","40,263972"
ÁVILA,MUÑANA,MUÑANA,05540,"-5,014111","40,580417"
ÁVILA,MUÑANA,MUÑANA,05540,"-5,034083","40,575056"
ÁVILA,MUÑICO,MUÑICO,05145,"-5,019667","40,705694"
ÁVILA,MUÑOGRANDE,MUÑOGRANDE,05309,"-4,936889","40,829389"
ÁVILA,NAVALUENGA,NAVALUENGA,05100,"-4,708444","40,413417"
ÁVILA,NAVARREDONDA DE GREDOS,NAVARREDONDA DE GREDOS,05635,"-5,133889","40,359750"
ÁVILA,NAVARREDONDILLA,NAVARREDONDILLA,05120,"-4,823306","40,454028"
ÁVILA,NAVAS DEL MARQUÉS (LAS),NAVAS DEL MARQUES (LAS),05230,"-4,333028","40,595167"
ÁVILA,ORBITA,ORBITA,05296,"-4,658639","40,998222"
ÁVILA,PALACIOS DE GODA,PALACIOS DE GODA,05215,"-4,777583","41,132361"
ÁVILA,PEDRO BERNARDO,PEDRO BERNARDO,05470,"-4,886667","40,227139"
ÁVILA,PIEDRAHÍTA,PIEDRAHITA,05500,"-5,325556","40,465194"
ÁVILA,PIEDRAHÍTA,PIEDRAHITA,05500,"-5,326889","40,466083"
ÁVILA,SAN PEDRO DEL ARROYO,SAN PEDRO DEL ARROYO,05350,"-4,873278","40,802917"
ÁVILA,SAN PEDRO DEL ARROYO,SAN PEDRO DEL ARROYO,05350,"-4,873083","40,803111"
ÁVILA,SANCHIDRIÁN,SANCHIDRIAN,05290,"-4,572917","40,876056"
ÁVILA,SANTA MARÍA DE LOS CABALLEROS,SANTA M DE LOS CABALLEROS,05580,"-5,439861","40,394611"
ÁVILA,SOLOSANCHO,SOLOSANCHO,05130,"-4,909028","40,553250"
ÁVILA,SOTILLO DE LA ADRADA,SOTILLO DE LA ADRADA,05420,"-4,579417","40,293194"
ÁVILA,TIEMBLO (EL),TIEMBLO (EL),05270,"-4,493583","40,409667"
ÁVILA,TORRE (LA),TORRE (LA),05540,"-4,966528","40,592361"
ÁVILA,VELAYOS,VELAYOS,05292,"-4,629861","40,843028"
ÁVILA,VILLANUEVA DEL ACERAL,VILLANUEVA DEL ACERAL,05212,"-4,849111","41,042333"
BADAJOZ,ACEDERA,GUADALPERALES (LOS),06713,"-5,625139","39,084861"
BADAJOZ,ACEUCHAL,ACEUCHAL,06207,"-6,495500","38,643611"
BADAJOZ,ACEUCHAL,ACEUCHAL,06207,"-6,487200","38,640543"
BADAJOZ,AHILLONES,AHILLONES,06940,"-5,865083","38,264417"
BADAJOZ,ALANGE,ALANGE,06840,"-6,261611","38,792417"
BADAJOZ,ALBUERA (LA),ALBUERA (LA),06170,"-6,820583","38,713111"
BADAJOZ,ALBUERA (LA),ALBUERA (LA),06170,"-6,854917","38,763500"
BADAJOZ,ALBURQUERQUE,ALBURQUERQUE,06501,"-6,997528","39,198917"
BADAJOZ,ALBURQUERQUE,ALBURQUERQUE,06510,"-7,007250","39,218583"
BADAJOZ,ALCONCHEL,ALCONCHEL,06131,"-7,067750","38,516333"
BADAJOZ,ALMENDRAL,ALMENDRAL,06171,"-6,817750","38,614778"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,393389","38,677167"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,390167","38,672389"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,391006","38,687376"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,405556","38,691944"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,397583","38,710889"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,393417","38,676944"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,417806","38,687056"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,411306","38,693806"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,422972","38,677528"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,408778","38,692139"
BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"-6,408139","38,695361"
BADAJOZ,ARROYO DE SAN SERVÁN,ARROYO DE SAN SERVAN,06850,"-6,455306","38,858139"
BADAJOZ,ARROYO DE SAN SERVÁN,ARROYO DE SAN SERVAN,06850,"-6,454028","38,851639"
BADAJOZ,AZUAGA,AZUAGA,06920,"-5,694639","38,260833"
BADAJOZ,AZUAGA,AZUAGA,06920,"-5,684944","38,261556"
BADAJOZ,AZUAGA,AZUAGA,06920,"-5,677333","38,275139"
BADAJOZ,BADAJOZ,BADAJOZ,06010,"-6,990056","38,858611"
BADAJOZ,BADAJOZ,BADAJOZ,06010,"-6,971472","38,861472"
BADAJOZ,BADAJOZ,BADAJOZ,06011,"-6,989861","38,867944"
BADAJOZ,BADAJOZ,BADAJOZ,06008,"-6,921111","38,887806"
BADAJOZ,BADAJOZ,BADAJOZ,06004,"-6,971306","38,874333"
BADAJOZ,BADAJOZ,GEVORA,06180,"-6,944972","38,921361"
BADAJOZ,BADAJOZ,BADAJOZ,06009,"-6,938361","38,848833"
BADAJOZ,BADAJOZ,BADAJOZ,06008,"-6,963917","38,881639"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,966083","38,906167"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,964972","38,906278"
BADAJOZ,BADAJOZ,BADAJOZ,06010,"-6,974528","38,866139"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,994306","38,901417"
BADAJOZ,BADAJOZ,GUADIANA DEL CAUDILLO,06186,"-6,685667","38,928472"
BADAJOZ,BADAJOZ,BADAJOZ,06009,"-6,953000","38,874611"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-7,026722","38,883167"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-7,027194","38,883583"
BADAJOZ,BADAJOZ,BADAJOZ,06010,"-6,967556","38,850944"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-7,050811","38,883209"
BADAJOZ,BADAJOZ,BADAJOZ,06009,"-6,959750","38,872750"
BADAJOZ,BADAJOZ,BADAJOZ,06011,"-6,998778","38,892222"
BADAJOZ,BADAJOZ,GUADIANA DEL CAUDILLO,06186,"-6,693472","38,923306"
BADAJOZ,BADAJOZ,BADAJOZ,06011,"-6,938556","38,848639"
BADAJOZ,BADAJOZ,BADAJOZ,06008,"-6,961944","38,878750"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,989556","38,900389"
BADAJOZ,BADAJOZ,BADAJOZ,06080,"-6,932639","38,883861"
BADAJOZ,BADAJOZ,VILLAFRANCO DEL GUADIANA,06195,"-6,859750","38,886528"
BADAJOZ,BADAJOZ,BADAJOZ,06008,"-6,945861","38,877889"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,987611","38,895667"
BADAJOZ,BADAJOZ,NOVELDA DEL GUADIANA,06183,"-6,831361","38,939917"
BADAJOZ,BADAJOZ,BADAJOZ,06010,"-6,966111","38,846028"
BADAJOZ,BADAJOZ,BADAJOZ,06006,"-6,990333","38,883861"
BADAJOZ,BADAJOZ,BADAJOZ,06005,"-6,970194","38,893389"
BADAJOZ,BADAJOZ,BADAJOZ,06009,"-6,947250","38,858139"
BADAJOZ,BARCARROTA,BARCARROTA,06160,"-6,851750","38,515639"
BADAJOZ,BERLANGA,BERLANGA,06930,"-5,832472","38,273722"
BADAJOZ,BIENVENIDA,BIENVENIDA,06250,"-6,209611","38,294361"
BADAJOZ,BURGUILLOS DEL CERRO,BURGUILLOS DEL CERRO,06370,"-6,585944","38,381611"
BADAJOZ,CABEZA DEL BUEY,CABEZA DEL BUEY,06600,"-5,223033","38,729793"
BADAJOZ,CABEZA DEL BUEY,CABEZA DEL BUEY,06600,"-5,223472","38,731722"
BADAJOZ,CABEZA DEL BUEY,CABEZA DEL BUEY,06600,"-5,230861","38,716528"
BADAJOZ,CABEZA LA VACA,CABEZA LA VACA,06293,"-6,415417","38,086667"
BADAJOZ,CALAMONTE,CALAMONTE,06810,"-6,380556","38,885028"
BADAJOZ,CALAMONTE,CALAMONTE,06810,"-6,386361","38,894694"
BADAJOZ,CALERA DE LEÓN,CALERA DE LEON,06292,"-6,332639","38,105306"
BADAJOZ,CALERA DE LEÓN,CALERA DE LEON,06292,"-6,328556","38,100556"
BADAJOZ,CALZADILLA DE LOS BARROS,CALZADILLA DE LOS BARROS,06249,"-6,302111","38,315167"
BADAJOZ,CAMPANARIO,CAMPANARIO,06460,"-5,623583","38,859861"
BADAJOZ,CAMPANARIO,CAMPANARIO,06460,"-5,628472","38,871944"
BADAJOZ,CAMPILLO DE LLERENA,CAMPILLO DE LLERENA,06443,"-5,823806","38,501222"
BADAJOZ,CASAS DE DON PEDRO,CASAS DE DON PEDRO,06770,"-5,333722","39,110167"
BADAJOZ,CASTILBLANCO,CASTILBLANCO,06680,"-5,106083","39,281222"
BADAJOZ,CASTUERA,CASTUERA,06420,"-5,549639","38,732889"
BADAJOZ,CASTUERA,CASTUERA,06420,"-5,546778","38,716000"
BADAJOZ,CASTUERA,CASTUERA,06420,"-5,545000","38,726083"
BADAJOZ,CASTUERA,CASTUERA,06420,"-5,535000","38,716333"
BADAJOZ,CODOSERA (LA),CODOSERA (LA),06518,"-7,162361","39,213750"
BADAJOZ,CODOSERA (LA),CODOSERA (LA),06518,"-7,165306","39,209278"
BADAJOZ,CORDOBILLA DE LÁCARA,CORDOBILLA DE LACARA,06487,"-6,440361","39,143750"
BADAJOZ,CORONADA (LA),CORONADA (LA),06469,"-5,678250","38,919556"
BADAJOZ,CORTE DE PELEAS,CORTE DE PELEAS,06196,"-6,675500","38,724528"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,834306","38,963528"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,849111","38,962389"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,851861","38,961167"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,873083","38,969750"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,870417","39,013000"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,883722","38,958417"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,855444","39,031000"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,861056","38,969028"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,880722","38,959444"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,855750","38,965611"
BADAJOZ,DON BENITO,VIVARES,06412,"-5,894056","39,087389"
BADAJOZ,DON BENITO,DON BENITO,06400,"-5,861917","38,975778"
BADAJOZ,DON BENITO,GARGALIGAS,06711,"-5,869139","38,952194"
BADAJOZ,FREGENAL DE LA SIERRA,FREGENAL DE LA SIERRA,06340,"-6,649833","38,168417"
BADAJOZ,FUENLABRADA DE LOS MONTES,FUENLABRADA DE LOS MONTES,06660,"-4,947033","39,131015"
BADAJOZ,FUENTE DE CANTOS,FUENTE DE CANTOS,06240,"-6,300978","38,250209"
BADAJOZ,FUENTE DE CANTOS,FUENTE DE CANTOS,06240,"-6,296556","38,230250"
BADAJOZ,FUENTE DE CANTOS,FUENTE DE CANTOS,06240,"-6,299917","38,246278"
BADAJOZ,FUENTE DEL ARCO,FUENTE DEL ARCO,06980,"-5,901611","38,153444"
BADAJOZ,FUENTE DEL MAESTRE,FUENTE DEL MAESTRE,06360,"-6,450444","38,512917"
BADAJOZ,FUENTE DEL MAESTRE,FUENTE DEL MAESTRE,06360,"-6,445194","38,531028"
BADAJOZ,FUENTES DE LEÓN,FUENTES DE LEON,06280,"-6,540278","38,070556"
BADAJOZ,GRANJA DE TORREHERMOSA,GRANJA DE TORREHERMOSA,06910,"-5,607944","38,304361"
BADAJOZ,GRANJA DE TORREHERMOSA,GRANJA DE TORREHERMOSA,06910,"-5,594083","38,304833"
BADAJOZ,GUAREÑA,GUAREÑA,06470,"-6,091111","39,006222"
BADAJOZ,GUAREÑA,GUAREÑA,06470,"-6,099722","38,862778"
BADAJOZ,HABA (LA),HABA (LA),06714,"-5,800556","38,922167"
BADAJOZ,HERRERA DEL DUQUE,HERRERA DEL DUQUE,06670,"-5,047028","39,170833"
BADAJOZ,HIGUERA DE LA SERENA,HIGUERA DE LA SERENA,06441,"-5,735861","38,647417"
BADAJOZ,HIGUERA DE VARGAS,HIGUERA DE VARGAS,06132,"-6,975000","38,438306"
BADAJOZ,HIGUERA LA REAL,HIGUERA LA REAL,06350,"-6,693833","38,134583"
BADAJOZ,HORNACHOS,HORNACHOS,06228,"-6,077639","38,555556"
BADAJOZ,JEREZ DE LOS CABALLEROS,JEREZ DE LOS CABALLEROS,06380,"-6,764806","38,326500"
BADAJOZ,JEREZ DE LOS CABALLEROS,JEREZ DE LOS CABALLEROS,06380,"-6,782750","38,323611"
BADAJOZ,JEREZ DE LOS CABALLEROS,JEREZ DE LOS CABALLEROS,06380,"-6,762611","38,329083"
BADAJOZ,LLERENA,LLERENA,06900,"-6,008250","38,240444"
BADAJOZ,LOBÓN,LOBON,06498,"-6,619972","38,842111"
BADAJOZ,LOBÓN,LOBON,06498,"-6,646389","38,840194"
BADAJOZ,LOBÓN,LOBON,06498,"-6,626861","38,845500"
BADAJOZ,MAGUILLA,MAGUILLA,06969,"-5,843278","38,363028"
BADAJOZ,MEDELLÍN,MEDELLIN,06411,"-5,948528","38,963056"
BADAJOZ,MEDINA DE LAS TORRES,MEDINA DE LAS TORRES,06320,"-6,410889","38,347056"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,372194","38,934417"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,344333","38,938639"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,365083","38,938417"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,362222","38,937861"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,340417","38,910667"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,358111","38,905639"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,322139","38,926528"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,364028","38,858444"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,344278","38,938639"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,332000","38,915056"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,448083","38,879583"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,360278","38,907139"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,353472","38,905417"
BADAJOZ,MÉRIDA,MERIDA,06800,"-6,340556","38,920472"
BADAJOZ,MONESTERIO,MONESTERIO,06200,"-6,220556","38,028611"
BADAJOZ,MONESTERIO,MONESTERIO,06200,"-6,257639","38,084278"
BADAJOZ,MONESTERIO,MONESTERIO,06260,"-6,270861","38,094639"
BADAJOZ,MONESTERIO,MONESTERIO,06260,"-6,268417","38,083528"
BADAJOZ,MONESTERIO,MONESTERIO,06260,"-6,219528","38,026528"
BADAJOZ,MONTEMOLÍN,PALLARES,06907,"-6,150583","38,112806"
BADAJOZ,MONTERRUBIO DE LA SERENA,MONTERRUBIO DE LA SERENA,06427,"-5,438639","38,589389"
BADAJOZ,MONTIJO,MONTIJO,06480,"-6,620167","38,903083"
BADAJOZ,MONTIJO,MONTIJO,06480,"-6,621611","38,899500"
BADAJOZ,MONTIJO,MONTIJO,06480,"-6,603583","38,908917"
BADAJOZ,MONTIJO,MONTIJO,06480,"-6,608028","38,902417"
BADAJOZ,MONTIJO,MONTIJO,06480,"-6,601583","38,900028"
BADAJOZ,NAVALVILLAR DE PELA,NAVALVILLAR DE PELA,06760,"-5,504611","39,110361"
BADAJOZ,OLIVA DE LA FRONTERA,OLIVA FRONTERA,06120,"-6,915417","38,282778"
BADAJOZ,OLIVA DE MÉRIDA,OLIVA DE MERIDA,06475,"-6,126778","38,792194"
BADAJOZ,OLIVENZA,OLIVENZA,06100,"-7,092167","38,692111"
BADAJOZ,OLIVENZA,OLIVENZA,06100,"-7,095694","38,665556"
BADAJOZ,ORELLANA LA VIEJA,ORELLANA LA VIEJA,06740,"-5,539556","39,017139"
BADAJOZ,PARRA (LA),PARRA (LA),06176,"-6,622139","38,523944"
BADAJOZ,PEÑALSORDO,PEÑALSORDO,06610,"-5,106444","38,819722"
BADAJOZ,PUEBLA DE ALCOCER,PUEBLA DE ALCOCER,06630,"-5,252806","38,993528"
BADAJOZ,PUEBLA DE LA CALZADA,PUEBLA DE LA CALZADA,06490,"-6,623833","38,891306"
BADAJOZ,PUEBLA DE LA CALZADA,PUEBLA DE LA CALZADA,06490,"-6,617028","38,891611"
BADAJOZ,PUEBLA DE OBANDO,PUEBLA DE OBANDO,06191,"-6,620972","39,175361"
BADAJOZ,PUEBLA DE SANCHO PÉREZ,PUEBLA DE SANCHO PEREZ,06392,"-6,360361","38,403667"
BADAJOZ,PUEBLA DE SANCHO PÉREZ,PUEBLA DE SANCHO PEREZ,06310,"-6,399917","38,415444"
BADAJOZ,PUEBLONUEVO DEL GUADIANA,PUEBLONUEVO DEL GUADIANA,06184,"-6,760861","38,921833"
BADAJOZ,PUEBLONUEVO DEL GUADIANA,PUEBLONUEVO DEL GUADIANA,06184,"-6,761250","38,922528"
BADAJOZ,QUINTANA DE LA SERENA,QUINTANA DE LA SERENA,06450,"-5,677667","38,741944"
BADAJOZ,QUINTANA DE LA SERENA,QUINTANA DE LA SERENA,06450,"-5,659000","38,738222"
BADAJOZ,RIBERA DEL FRESNO,RIBERA DEL FRESNO,06225,"-6,241611","38,547111"
BADAJOZ,RIBERA DEL FRESNO,RIBERA DEL FRESNO,06225,"-6,233000","38,553722"
BADAJOZ,ROCA DE LA SIERRA (LA),ROCA DE LA SIERRA (LA),06190,"-6,685389","39,115667"
BADAJOZ,SALVALEÓN,SALVALEON,06174,"-6,783639","38,520139"
BADAJOZ,SAN PEDRO DE MÉRIDA,SAN PEDRO DE MERIDA,06893,"-6,187528","38,947556"
BADAJOZ,SAN PEDRO DE MÉRIDA,SAN PEDRO DE MERIDA,06893,"-6,187472","38,947528"
BADAJOZ,SAN VICENTE DE ALCÁNTARA,SAN VICENTE DE ALCANTARA,06500,"-7,127361","39,360889"
BADAJOZ,SAN VICENTE DE ALCÁNTARA,SAN VICENTE DE ALCANTARA,06500,"-7,133861","39,363611"
BADAJOZ,SANTA AMALIA,SANTA AMALIA,06410,"-6,005778","39,009611"
BADAJOZ,SANTA AMALIA,SANTA AMALIA,06410,"-6,006278","39,007111"
BADAJOZ,SANTA MARTA,SANTA MARTA,06150,"-6,642222","38,617889"
BADAJOZ,SANTA MARTA,SANTA MARTA,06150,"-6,631167","38,615583"
BADAJOZ,SANTA MARTA,SANTA MARTA,06150,"-6,631222","38,613056"
BADAJOZ,SANTOS DE MAIMONA (LOS),SANTOS DE MAIMONA (LOS),06230,"-6,355194","38,448361"
BADAJOZ,SANTOS DE MAIMONA (LOS),SANTOS DE MAIMONA (LOS),06230,"-6,368667","38,447278"
BADAJOZ,SANTOS DE MAIMONA (LOS),SANTOS DE MAIMONA (LOS),06320,"-6,354472","38,509722"
BADAJOZ,SANTOS DE MAIMONA (LOS),SANTOS DE MAIMONA (LOS),06230,"-6,374333","38,441806"
BADAJOZ,SEGURA DE LEÓN,SEGURA DE LEON,06270,"-6,529111","38,115722"
BADAJOZ,SIRUELA,SIRUELA,06650,"-5,085167","38,976861"
BADAJOZ,SOLANA DE LOS BARROS,SOLANA DE LOS BARROS,06209,"-6,528528","38,725556"
BADAJOZ,TALARRUBIAS,TALARRUBIAS,06640,"-5,234583","39,042917"
BADAJOZ,TALARRUBIAS,TALARRUBIAS,06640,"-5,233778","39,030028"
BADAJOZ,TALAVERA LA REAL,TALAVERA LA REAL,06140,"-6,763806","38,872444"
BADAJOZ,TALAVERA LA REAL,TALAVERA LA REAL,06140,"-6,712722","38,852278"
BADAJOZ,TALAVERA LA REAL,TALAVERA LA REAL,06140,"-6,811389","38,865306"
BADAJOZ,TORRE DE MIGUEL SESMERO,TORRE DE MIGUEL SESMERO,06172,"-6,790111","38,612278"
BADAJOZ,TORREMEJÍA,TORREMEJIA,06210,"-6,377500","38,793611"
BADAJOZ,VALDECABALLEROS,VALDECABALLEROS,06689,"-5,188750","39,251972"
BADAJOZ,VALDELACALZADA,VALDELACALZADA,06185,"-6,701500","38,886944"
BADAJOZ,VALDETORRES,VALDETORRES,06474,"-6,070778","38,912222"
BADAJOZ,VALENCIA DE LAS TORRES,VALENCIA DE LAS TORRES,06444,"-6,001778","38,406861"
BADAJOZ,VALENCIA DEL VENTOSO,VALENCIA DEL VENTOSO,06330,"-6,464833","38,277639"
BADAJOZ,VALLE DE LA SERENA,VALLE DE LA SERENA,06458,"-5,796278","38,695278"
BADAJOZ,VALVERDE DE MÉRIDA,VALVERDE DE MERIDA,06890,"-6,224972","38,911972"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,337139","38,573861"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,370417","38,626750"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,355944","38,561056"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,349917","38,559833"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,350056","38,562694"
BADAJOZ,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,06220,"-6,352722","38,569528"
BADAJOZ,VILLAGARCÍA DE LA TORRE,VILLAGARCIA DE LA TORRE,06350,"-6,072500","38,285583"
BADAJOZ,VILLAGONZALO,VILLAGONZALO,06473,"-6,193861","38,856944"
BADAJOZ,VILLALBA DE LOS BARROS,VILLALBA DE LOS BARROS,06208,"-6,509500","38,617889"
